,DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK,upcs,asins
1146,"Mon, 24 Sep 2012 00:00:00 -0400",Trader Joes,Creamy Salted Valencia Peanut Butter,Salmonella,Trader Joes,http://www.fda.gov/Safety/Recalls/ucm320579.htm,"
			http://www.fda.gov/Safety/Recalls/ucm320580.htm
	",,
1147,"Sat, 22 Sep 2012 00:00:00 -0400",Fresh Express,Leafy Green Romaine Salad,Listeria monocytogenes,Fress Express Inc.,http://www.fda.gov/Safety/Recalls/ucm320651.htm,"
			http://www.fda.gov/Safety/Recalls/ucm320678.htm
	",7127926112,
1148,"Fri, 21 Sep 2012 19:51:00 -0400",Boots  Barkley,Pet Treat,Salmonella,Kasel Associated Industries,http://www.fda.gov/Safety/Recalls/ucm320569.htm,"
			http://www.fda.gov/Safety/Recalls/ucm320570.htm
	",647263899189,
1149,"Fri, 21 Sep 2012 00:00:00 -0400","Pure Whey in Maine Natural Health and Stronger Faster Healthier, Fortified and Endurance Daily in Stronger Faster Healthier,  Recovery and Rejuvenate in Maine Natural Health and more",Protein Supplement,Undeclared milk shellfish and coconut,Maine Natural Health,http://www.fda.gov/Safety/Recalls/ucm320712.htm,"
			http://www.fda.gov/Safety/Recalls/ucm320713.htm
	",,
1150,"Thu, 20 Sep 2012 17:59:00 -0400",Del Monte,Cut Mango Products,Salmonella,Del Monte Fresh Produce,http://www.fda.gov/Safety/Recalls/ucm320373.htm,"
			http://www.fda.gov/Safety/Recalls/ucm320519.htm
	",762357075321,
1151,"Thu, 20 Sep 2012 00:00:00 -0400",Watson,Hydrocodone Bitartrate and APAP Tablets,Tablets are thicker and darker than specification,"Watson Laboratories, Inc.",http://www.fda.gov/Safety/Recalls/ucm320566.htm,"
			http://www.fda.gov/Safety/Recalls/ucm320567.htm
	",,
1152,"Wed, 19 Sep 2012 22:04:00 -0400","Garden Highway, Signature Café",Mango Products,Salmonella,"GHSW, LLC",http://www.fda.gov/Safety/Recalls/ucm320209.htm,"
			http://www.fda.gov/Safety/Recalls/ucm320361.htm
	",2676620104;2676626849;2676624107;2676624127;2676621433;2676626849;2114001694;2114001701;2114001707;2113006918,B00O9Y633G;B001AW0K48;B000ERCGWY;B007FW0BPA
1153,"Wed, 19 Sep 2012 14:59:00 -0400",Kroger Fresh Selections,Spinach,Listeria monocytogenes,Kroger,http://www.fda.gov/Safety/Recalls/ucm320163.htm,"
			http://www.fda.gov/Safety/Recalls/ucm320168.htm
	",,
1154,"Mon, 17 Sep 2012 19:34:00 -0400",Ricotta Salata Frescolina,cheese,Listeria monocytogenes,Peterson Company,http://www.fda.gov/Safety/Recalls/ucm319734.htm,"
			http://www.fda.gov/Safety/Recalls/ucm319735.htm
	",,
1155,"Mon, 17 Sep 2012 11:44:00 -0400","Delish, Garden Highway, Signature Cafe, more",Mango products,Salmonella,FreshLine/Caito Foods Service,http://www.fda.gov/Safety/Recalls/ucm319818.htm,"
			http://www.fda.gov/Safety/Recalls/ucm319822.htm
	",,
1156,"Mon, 17 Sep 2012 00:00:00 -0400","Zupans, Marys Select, United Salad Co., more",Mango products,Salmonella,United Salad Co.,http://www.fda.gov/Safety/Recalls/ucm319752.htm,	,9250473497;9250473497;9250473216;826766422005;826766214068;9250474578;9250474569;826766422104,B004KS0KGC
1157,"Fri, 14 Sep 2012 00:00:00 -0400",Marte,Cheese,Listeria monocytogenes,"Forever Cheese, Inc.",http://www.fda.gov/Safety/Recalls/ucm320370.htm,	,,
1158,"Thu, 13 Sep 2012 09:06:00 -0400",Berkey Creamery,Ice cream and frozen yogurt,May contain small plastic objects,University Creamery dba Berkey Creamery,http://www.fda.gov/Safety/Recalls/ucm319460.htm,	,,
1159,"Thu, 13 Sep 2012 00:00:00 -0400",H. Brooks amp Company,Fresh cut fruit products containing cantaloupes,Due to potential contamination with Salmonella,Cut Fruit Express Inc.,http://www.fda.gov/Safety/Recalls/ucm319523.htm,	,,
1160,"Wed, 12 Sep 2012 20:14:00 -0400",Ricotta Salata Frescolina,Cheese,Listeria monocytogenes,Whole Foods Market,http://www.fda.gov/Safety/Recalls/ucm319304.htm,"
			http://www.fda.gov/Safety/Recalls/ucm319305.htm
	",,
1161,"Wed, 12 Sep 2012 16:53:00 -0400",Spartan,Various Deli Products,Listeria monocytogenes,Spartan Stores,http://www.fda.gov/Safety/Recalls/ucm319274.htm,"
			http://www.fda.gov/Safety/Recalls/ucm319276.htm
	",,
1162,"Wed, 12 Sep 2012 00:00:00 -0400",ACTRA-Sx 500,Dietary Supplement,Unapproved new drug,"Body Basics, Inc.",http://www.fda.gov/Safety/Recalls/ucm319697.htm,"
			http://www.fda.gov/Safety/Recalls/ucm319699.htm
	",830733002015,
1163,"Wed, 12 Sep 2012 00:00:00 -0400",DFI,cantaloupes,Salmonella,DFI Marketing Inc.,http://www.fda.gov/Safety/Recalls/ucm319333.htm,"
			http://www.fda.gov/Safety/Recalls/ucm319338.htm
	",,
1164,"Tue, 11 Sep 2012 12:55:00 -0400",Breeders Choice AvoDerm,Natural Lamb Meal amp; Brown Rice Adult Dog Formula,Possible contamination with Salmonella,Breeders Choice Pet Food,http://www.fda.gov/Safety/Recalls/ucm319021.htm,"
			http://www.fda.gov/Safety/Recalls/ucm319041.htm
	",1000065074;052907020438;1000065074;052907020438;1000065074;052907020438,B00AQKBE36;B00MOLLPJS
1165,"Mon, 10 Sep 2012 18:56:00 -0400",Frescolina,Ricotta Salata (Cheese),Listeria monocytogenes,Forever Cheese Inc.,http://www.fda.gov/Safety/Recalls/ucm318844.htm,"
			http://www.fda.gov/Safety/Recalls/ucm318846.htm
	",,
1166,"Mon, 10 Sep 2012 16:02:00 -0400",Qualitest,Hydrocodone Bitartrate  Acetaminophen Tablets,Tablets may exceed weight specification and could be super-potent for the ingredients Hydrocodon Bitartrate  Acetaminophen,Qualitest,http://www.fda.gov/Safety/Recalls/ucm318827.htm,	,,
1167,"Fri, 07 Sep 2012 16:47:00 -0400",Sams Club,Streusel,Undeclared milk and soy,"Dawn Food Products, Inc.",http://www.fda.gov/Safety/Recalls/ucm318684.htm,"
			http://www.fda.gov/Safety/Recalls/ucm318687.htm
	",,
1168,"Fri, 07 Sep 2012 00:00:00 -0400","Harris Teeter, Inc.",Seafood cakes and Crab stuffed seafood,Listeria monocytogenes,"Harris Teeter, Inc.",http://www.fda.gov/Safety/Recalls/ucm319175.htm,	,,
1169,"Fri, 07 Sep 2012 00:00:00 -0400","3fish, inc.",seafood cakes and stuffed fish items,Listeria monocytogenes,"3fish, inc.",http://www.fda.gov/Safety/Recalls/ucm319130.htm,	,,
1170,"Tue, 04 Sep 2012 13:45:00 -0400",Sun Pharmaceutical Industries,"Nimodipine Capsules, 30 mg",May contain crystals of nimodipine,"Sun Pharmaceutical Industries, Inc.",http://www.fda.gov/Safety/Recalls/ucm318118.htm,	,,
1171,"Tue, 04 Sep 2012 00:00:00 -0400",florAlign,PREBIOTIC FORMULA (Powder),Salmonella,"ECO HEALTH, INC",http://www.fda.gov/Safety/Recalls/ucm318491.htm,"
			http://www.fda.gov/Safety/Recalls/ucm318492.htm
	",,
1172,"Mon, 03 Sep 2012 00:00:00 -0400",ShakeEms,Seasoning cups,Undeclared milk,"Cutting Edge Concessions, LLC",http://www.fda.gov/Safety/Recalls/ucm318193.htm,"
			http://www.fda.gov/Safety/Recalls/ucm318198.htm
	",,
1173,"Sat, 01 Sep 2012 22:05:00 -0400",Somersault,Pacific Sea Salt,Undeclared milk,"Somersault Snack Co.,LLC",http://www.fda.gov/Safety/Recalls/ucm317992.htm,"
			http://www.fda.gov/Safety/Recalls/ucm317993.htm
	",898403002017,B00BDENB0I
1174,"Sat, 01 Sep 2012 13:06:00 -0400","Delish, Garden Highway, Garden Pure and more",,may be contaminated with Salmonella,"FS Produce Co., Inc.",http://www.fda.gov/Safety/Recalls/ucm317995.htm,	,4902253700;4902253701;4902255862;4902253699;4902263779;4902258823;2676621437;2676680185;0117220149;0117200248;0117200264;2113006918;2676625561,B000N2MYBI;B007FW0BPA;B009RQR592
1175,"Fri, 31 Aug 2012 18:04:00 -0400","Garden Highway, Fruit Burst, Island Medley",Salsa and Cut Fruits,Salmonella Braenderup,Winn-Dixie,http://www.fda.gov/Safety/Recalls/ucm317946.htm,	,2114001701;2114001707;2114001696,B001AW0K48;B000ETTNMS
1176,"Fri, 31 Aug 2012 17:56:00 -0400","Quality Feed, Inc., Dairy Princess, Peacheys or Yo-momma",Milk replacer,Potential to be contaminated with Salmonella,"Quality Feed, Inc",http://www.fda.gov/Safety/Recalls/ucm317945.htm,	,,
1177,"Fri, 31 Aug 2012 17:47:00 -0400",Respironics,V60 Ventilators,affected blower motors,"Respironics California, Inc.",http://www.fda.gov/Safety/Recalls/ucm317943.htm,	,,
1178,"Fri, 31 Aug 2012 00:00:00 -0400",Pacific Coast Fruit,Fresh Cut Processed Items,potential to be contaminated with Salmonella Braenderup,Pacific Coast Fruit Company,http://www.fda.gov/Safety/Recalls/ucm317950.htm,	,2072870006;2072871784,
1179,"Fri, 31 Aug 2012 00:00:00 -0400","Dining In, Ready Pac, Starbucks etc",Packaged fruit products containing mangoes,potential to be contaminated with Salmonella Braenderup,Ready Pac Foods,http://www.fda.gov/Safety/Recalls/ucm317952.htm,"
			http://www.fda.gov/Safety/Recalls/ucm317953.htm
	",,
1180,"Fri, 31 Aug 2012 00:00:00 -0400","Soonyeowon , Jinga",Sprouts and Tofu Products,Listeria monocytogenes,"Manna Organics, Inc.",http://www.fda.gov/Safety/Recalls/ucm317996.htm,	,028346091124;028346091117;028346078125;028346078149;028346091254;028346091292;028346091131;028346071218;028346071409;028346071218;028346071409;028346091124;028346091117;028346078125;028346078149;028346091131;028346091292;028346091254,
1181,"Thu, 30 Aug 2012 14:53:00 -0400",Daniella,Mangoes,Salmonella Braenderup,BI-LO,http://www.fda.gov/Safety/Recalls/ucm317865.htm,"
			http://www.fda.gov/Safety/Recalls/ucm317868.htm
	",0000004051;0000004051;0000004051,B004GDCMN0
1182,"Thu, 30 Aug 2012 00:00:00 -0400",Brand New Energy,dietary supplement -EphBurn 25,Contain ephedrine alkaloids,Brand New Energy,http://www.fda.gov/Safety/Recalls/ucm317737.htm,	,,
1183,"Thu, 30 Aug 2012 00:00:00 -0400","Haggen, Costco, Metropolitan Market etc.",Various cut fruit products and mix,Potential to be contaminated with Salmonella Braenderup,Triple B Corp. dba Real Foods and Charlies Produce,http://www.fda.gov/Safety/Recalls/ucm317949.htm,	,045009014801;045009060556;045009001658;045009001726;045009001733;045009060372;045009064547;045009073235;045009020178;045009020635;045009064806;697327066934;045009071408,
1184,"Thu, 30 Aug 2012 00:00:00 -0400",Wawa,"Mango, Pineapple, Strawberries, Mango mix, Watermelon, Pineapple Snack, Melon mix, Mixed Fruit Cup, Mixed fruit with kiwi, Mango and Yogurt Parfait",Salmonella Braenderup,Taylor Farms New Jersey,http://www.fda.gov/Safety/Recalls/ucm317948.htm,	,,
1185,"Thu, 30 Aug 2012 00:00:00 -0400","Garden Highway, Winn-Dixie",Cut fruit and salsa products,Salmonella,World Foods LLC,http://www.fda.gov/Safety/Recalls/ucm317836.htm,	,2676642210;2676642210;2114001696;2114001696;2114001701;2114001701;2114001707;2114001707,B001AW0K48;B000ETTNMS
1186,"Thu, 30 Aug 2012 00:00:00 -0400",Daniella,Mangoes,Salmonella,"Food Lion, Harveys Reids",http://www.fda.gov/Safety/Recalls/ucm318035.htm,	,2676621437,
1187,"Wed, 29 Aug 2012 22:15:00 -0400","Garden Patch, Yokes",Pineapple/Mango Pico de Gallo,Potential to be contaminated with Salmonella braenderup,"Spokane Produce, Inc.",http://www.fda.gov/Safety/Recalls/ucm317472.htm,	,8869483987,
1188,"Wed, 29 Aug 2012 17:48:00 -0400",Daniella,Mangoes,Salmonella,Splendid Products,http://www.fda.gov/Safety/Recalls/ucm317463.htm,"
			http://www.fda.gov/Safety/Recalls/ucm317465.htm
	",,
1189,"Mon, 27 Aug 2012 00:00:00 -0400",Daniella,Mangoes,Salmonella,Stop  Shop,http://www.fda.gov/Safety/Recalls/ucm317857.htm,	,,
1190,"Mon, 27 Aug 2012 00:00:00 -0400",Daniella,Mangoes,Salmonella,Giant Food,http://www.fda.gov/Safety/Recalls/ucm317287.htm,	,,
1191,"Sun, 26 Aug 2012 00:00:00 -0400",Fresh Express,Hearts of Romaine Salad,Possible health risk from Listeria monocytogenes,Fresh Express,http://www.fda.gov/Safety/Recalls/ucm316923.htm,"
			http://www.fda.gov/Safety/Recalls/ucm316979.htm
	",7127926102;7127926102,B00ZCUSJ4C
1192,"Fri, 24 Aug 2012 00:00:00 -0400",True Nutrition,"Whey Protein Isolate, Whey Protein Concentrate and Hydrolyzed Whey Products",label fails to declare milk as the source of whey,True Nutrition,http://www.fda.gov/Safety/Recalls/ucm316891.htm,"
			http://www.fda.gov/Safety/Recalls/ucm316892.htm
	",,
1193,"Fri, 24 Aug 2012 00:00:00 -0400",Cucina Fresca,Smoked Tomato Sauce,Undeclared Milk,Cucina Fresca Gourmet Foods,http://www.fda.gov/Safety/Recalls/ucm317072.htm,"
			http://www.fda.gov/Safety/Recalls/ucm317083.htm
	",884337005224,B005PP63CY
1194,"Fri, 24 Aug 2012 00:00:00 -0400",Samantha Lynn Inc.,Reumofan Plus Tablets,"Undeclared drug ingredients, methocarbamol, dexamethasone  and diclofenac",Samantha Lynn Inc.,http://www.fda.gov/Safety/Recalls/ucm317248.htm,	,,
1195,"Thu, 23 Aug 2012 00:00:00 -0400",Naturally Fresh,Salad Topping,Undeclared Almonds,Bay Valley Foods,http://www.fda.gov/Safety/Recalls/ucm316868.htm,"
			http://www.fda.gov/Safety/Recalls/ucm316869.htm
	",7653905520,
1196,"Thu, 23 Aug 2012 00:00:00 -0400","Protein to Go, Nutritional Resources, Body Choice",Protein Shakes,Processing parameters were not met.,Protica Inc.,http://www.fda.gov/Safety/Recalls/ucm316820.htm,	,,
1197,"Thu, 23 Aug 2012 00:00:00 -0400",Mojo Nights,Dietary Supplement,Unapproved New Drug,"Evol Nutrition Associates, Inc.",http://www.fda.gov/Safety/Recalls/ucm320397.htm,"
			http://www.fda.gov/Safety/Recalls/ucm320403.htm
	",718122119837;718122121335,
1198,"Wed, 22 Aug 2012 20:35:00 -0400","Wellsley, Spence  Co",Smoked Salmon,Listeria monocytogenes,Spence  Co Ltd,http://www.fda.gov/Safety/Recalls/ucm316667.htm,"
			http://www.fda.gov/Safety/Recalls/ucm316668.htm
	",,
1199,"Wed, 22 Aug 2012 00:00:00 -0400",Chamberlain Farm,Cantaloupes,Salmonella,"Chamberlain Farm Produce, Inc.",http://www.fda.gov/Safety/Recalls/ucm316681.htm,	,,
1200,"Wed, 22 Aug 2012 00:00:00 -0400",Dole,Bagged Salad,Listeria monocytogenes,Dole Fresh Vegetables,http://www.fda.gov/Safety/Recalls/ucm316680.htm,"
			http://www.fda.gov/Safety/Recalls/ucm316712.htm
	",7143000819;7143000819;7143000819,B001CENUKU
1201,"Tue, 21 Aug 2012 19:43:00 -0400",JFC,Furikake-Seto Fumi,"Undeclared Eggs, Soy, and Wheat","JFC International, Inc.",http://www.fda.gov/Safety/Recalls/ucm316538.htm,"
			http://www.fda.gov/Safety/Recalls/ucm316539.htm
	",1115241464,B0001LW010
1202,"Tue, 21 Aug 2012 00:00:00 -0400",Red Vines,Black Licorice,Elevated levels of lead,American Licorice Company,http://www.fda.gov/Safety/Recalls/ucm316850.htm,"
			http://www.fda.gov/Safety/Recalls/ucm316853.htm
	",,
1203,"Tue, 21 Aug 2012 00:00:00 -0400",Del Campo,Dried Potato,Undeclared Sulfites,Optima Distributors LTD,http://www.fda.gov/Safety/Recalls/ucm316582.htm,	,891728000218,
1204,"Sun, 19 Aug 2012 20:07:00 -0400",Tanimura  Antle,Romaine Lettuce,E. coli O157:H7,"Tanimura  Antle, Inc.",http://www.fda.gov/Safety/Recalls/ucm316256.htm,"
			http://www.fda.gov/Safety/Recalls/ucm316257.htm
	",027918203149;5417802151,
1205,"Sat, 18 Aug 2012 06:44:00 -0400",Meijer,Mushroom Trays,Listeria monocytogenes,"Pure Hothouse Foods, Inc.",http://www.fda.gov/Safety/Recalls/ucm316022.htm,"
			http://www.fda.gov/Safety/Recalls/ucm316023.htm
	",708820854642;708820854680;708820853539,
1206,"Fri, 17 Aug 2012 17:01:00 -0400",Cool-tip,"DGPHP RFA high-power single use grounding
pads and kits that contain the grounding pads",Potential degradation of foil within the DGPHP grounding pad,Covidien,http://www.fda.gov/Safety/Recalls/ucm316017.htm,	,,
1207,"Fri, 17 Aug 2012 00:00:00 -0400",Southern Home,Trail Mix,Undeclared Soy Lecithin,BI-LO,http://www.fda.gov/Safety/Recalls/ucm316048.htm,"
			http://www.fda.gov/Safety/Recalls/ucm316049.htm
	",0788003039;0788003039;0788003039,
1208,"Wed, 15 Aug 2012 21:07:00 -0400",Hospira,"Hydromorphone Injection, USP",May contain more than the 1 mL labeled fill volume,"Hospira, Inc.",http://www.fda.gov/Safety/Recalls/ucm315671.htm,	,,
1209,"Tue, 14 Aug 2012 21:20:00 -0400",Hummingbird Wholesale,Pinenuts,Undeclared peanuts,Hummingbird Wholesale,http://www.fda.gov/Safety/Recalls/ucm315581.htm,	,,
1210,"Tue, 14 Aug 2012 00:00:00 -0400",Highline,Sliced Mushrooms,Listeria monocytogenes,Ciolino Produce,http://www.fda.gov/Safety/Recalls/ucm316052.htm,"
			http://www.fda.gov/Safety/Recalls/ucm316053.htm
	",4108051420;771163000052,B00303NQ2S
1211,"Tue, 14 Aug 2012 00:00:00 -0400",Hospira,Propofol Injectable Emulsion,Visible particles embedded in the glass,"Hospira, Inc.",http://www.fda.gov/Safety/Recalls/ucm315719.htm,	,,
1212,"Mon, 13 Aug 2012 00:00:00 -0400",Clif Bar  Company,Energy bar,Undeclared almonds,Clif Bar,http://www.fda.gov/Safety/Recalls/ucm315492.htm,"
			http://www.fda.gov/Safety/Recalls/ucm315531.htm
	",722252302601;722252100900,B0079N2TGY;B0054RPY7I
1213,"Fri, 10 Aug 2012 23:17:00 -0400",Ready Pac,Apples,Listeria monocytogenes,"Missa Bay, LLC",http://www.fda.gov/Safety/Recalls/ucm315249.htm,"
			http://www.fda.gov/Safety/Recalls/ucm315412.htm
	",4126817191;4126817195;7774529497;7774523086;7774521606;7774523896;7774523897;7774523089;7774523076;7774523746;7774524204;2113033680;2619100394;2619100268;2619102232;2619102517;2619102760;2619105670;2619102567;2619102565;2619102518;2619105622;7789026744;7789026743;7789026737,B00DDTT00G;B0088W7YNI;B001QWCBF8;B004DK0DBO
1214,"Fri, 10 Aug 2012 22:35:00 -0400",Burch Farms and Cottle Strawberry Inc. on cantaloupes no label on honeydew melons,Cantaloupes and Honeydew Melons,Listeria monocytogenes,Burch Equipment LLC,http://www.fda.gov/Safety/Recalls/ucm315248.htm,"
			http://www.fda.gov/Safety/Recalls/ucm315366.htm
	",,
1215,"Thu, 09 Aug 2012 00:00:00 -0400",Fresco Green Farms Inc.,Cilantro,Salmonella,Fresco Green Farms Inc.,http://www.fda.gov/Safety/Recalls/ucm315245.htm,"
			http://www.fda.gov/Safety/Recalls/ucm315246.htm
	",,
1216,"Wed, 08 Aug 2012 18:52:00 -0400","Tomales Bay Foods, Shepherds Way Farms, Tumalo Farms",Cheese,Listeria monocytogenes,"Tomales Bay Foods, Inc.",http://www.fda.gov/Safety/Recalls/ucm314902.htm,"
			http://www.fda.gov/Safety/Recalls/ucm314906.htm
	",,
1217,"Wed, 08 Aug 2012 15:04:00 -0400",Menno Beachy,Organic Grape Tomatoes,Salmonella,Menno Beachy,http://www.fda.gov/Safety/Recalls/ucm314871.htm,"
			http://www.fda.gov/Safety/Recalls/ucm314872.htm
	",044419310176,
1218,"Wed, 08 Aug 2012 00:00:00 -0400",Tres Monjitas,Juice,Undeclared sodium caseinate,Vaqueria Tres Monjitas Inc.,http://www.fda.gov/Safety/Recalls/ucm315316.htm,"
			http://www.fda.gov/Safety/Recalls/ucm315320.htm
	",,
1219,"Wed, 08 Aug 2012 00:00:00 -0400",Lucky Country,Black Licorice,Elevated levels of lead,Lucky Country Inc.,http://www.fda.gov/Safety/Recalls/ucm315116.htm,"
			http://www.fda.gov/Safety/Recalls/ucm315118.htm
	",,
1220,"Wed, 08 Aug 2012 00:00:00 -0400",Two Moms in the Raw,Crackers,Undeclared Peanuts,Two Moms in the Raw,http://www.fda.gov/Safety/Recalls/ucm315028.htm,"
			http://www.fda.gov/Safety/Recalls/ucm315038.htm
	",,
1221,"Mon, 06 Aug 2012 16:16:00 -0400","Dippin Stix, Armour Active Packs","Apple Snack, Pizza Kit",Listeria monocytogenes,"Reichel Foods, Inc.",http://www.fda.gov/Safety/Recalls/ucm314587.htm,"
			http://www.fda.gov/Safety/Recalls/ucm314590.htm
	",1026090112;2781517996,
1222,"Sat, 04 Aug 2012 21:44:00 -0400",Sheily,Adult Tracheostomy Tubes,Volume leakage and/or disconnection between the inner and outer cannulae,Covidien,http://www.fda.gov/Safety/Recalls/ucm314472.htm,"
			http://www.fda.gov/Safety/Recalls/ucm314589.htm
	",0910000342;1101001558;0910000346;1101001823,B000GFYLWC
1223,"Fri, 03 Aug 2012 00:00:00 -0400","Burch Farms, Cottle Strawberry",Whole Cantaloupes,Listeria monocytogenes,Burch Equipment LLC,http://www.fda.gov/Safety/Recalls/ucm314213.htm,"
			http://www.fda.gov/Safety/Recalls/ucm313824.htm
	",,
1224,"Wed, 01 Aug 2012 17:31:00 -0400",Cut N Clean,Comfort (Cooking) Greens Kits,Listeria monocytogenes,"San Miguel Produce, Inc.",http://www.fda.gov/Safety/Recalls/ucm314113.htm,"
			http://www.fda.gov/Safety/Recalls/ucm314115.htm
	",028764000616,
1225,"Tue, 31 Jul 2012 15:30:00 -0400","Acme, Chefs Kitchen,Copperwood Kitchens, Dairy Fresh, Finest Traditions, Garden-Fresh, Grandpas, Marshs, Archer Farms, Market Pantry, Our Own, Rogges, Roundys, Spartan, Spoon River,Weis",Ready-to-eat Salads,Listeria monocytogenes,Garden-Fresh Foods Inc.,http://www.fda.gov/Safety/Recalls/ucm313901.htm,	,,
1226,"Mon, 30 Jul 2012 00:00:00 -0400","Golden Corral, Dickeys, Lees, Fatz, Kens","Tartar Sauce, BBQ Bean Sauce, Cole Slaw Dressing, Tartar Sauce, Tartar Sauce",Listeria monocytogenes,"Kens Foods, Inc.",http://www.fda.gov/Safety/Recalls/ucm313875.htm,"
			http://www.fda.gov/Safety/Recalls/ucm313876.htm
	",,
1227,"Mon, 30 Jul 2012 00:00:00 -0400",Clif Bar,Energy Bar,Undeclared coconut,Clif Bar  Company,http://www.fda.gov/Safety/Recalls/ucm313744.htm,"
			http://www.fda.gov/Safety/Recalls/ucm313745.htm
	",722252660305,B00KOC5Z9K
1228,"Sat, 28 Jul 2012 00:00:00 -0400",Burch Farms,Cantaloupes,Listeria monocytogenes,Hannaford Supermarkets,http://www.fda.gov/Safety/Recalls/ucm313661.htm,	,,
1229,"Fri, 27 Jul 2012 20:37:00 -0400",Cool Creations and Fiesta Garden Fresh Salsa,Specific packages of products containing onions,Listeria monocytogenes,"Cool Creations, LLC",http://www.fda.gov/Safety/Recalls/ucm313575.htm,	,815970011198;815970010375;815970010368;815970011648;815970011082;815970010153;815970011013;815970010252;815970011341;815970011334;815970011150;815970011259;815970011440;815970011389;815970011792;829595000055;829595000062;829595000048;829595000017;829595000079,
1230,"Fri, 27 Jul 2012 18:54:00 -0400",Catswell,Cat Food,Has the potential to contain propylene glycol,Arthur Dogswell LLC,http://www.fda.gov/Safety/Recalls/ucm313572.htm,"
			http://www.fda.gov/Safety/Recalls/ucm313573.htm
	",884244000572,
1231,"Fri, 27 Jul 2012 16:36:00 -0400",Wegmans,Prepared foods that contain chopped/diced white onions.,Listeria monocytogenes,"Wegmans Food Markets, Inc.",http://www.fda.gov/Safety/Recalls/ucm313569.htm,	,,
1232,"Fri, 27 Jul 2012 15:51:00 -0400",Wimbergers Old World Bakery,Various breads and pizza dough,"Undeclared Milk, Soy and Wheat","Wimbergers Old World Bakery, Inc.",http://www.fda.gov/Safety/Recalls/ucm313568.htm,	,7960540012;7960540012,
1233,"Fri, 27 Jul 2012 00:00:00 -0400",Calico Bean Salad,Calico Bean Salad,Listeria monocytogenes,Stop amp; Shop Supermarket Company LLC,http://www.fda.gov/Safety/Recalls/ucm313740.htm,	,,
1234,"Fri, 27 Jul 2012 00:00:00 -0400",Buschs,Several Deli Products,Listeria monocytogenes,Buschs Fresh Food Market,http://www.fda.gov/Safety/Recalls/ucm314212.htm,	,,
1235,"Fri, 27 Jul 2012 00:00:00 -0400",Tita,"Quesito Colombiano, Colombian style Cheese",possible Staphylococcus aureus contamination,Productos Tita Corp.,http://www.fda.gov/Safety/Recalls/ucm313578.htm,	,,
1236,"Fri, 27 Jul 2012 00:00:00 -0400",Whole Foods Market,"Prepared salads, dressings and sandwich rolls",Listeria monocytogenes,Whole Foods Market,http://www.fda.gov/Safety/Recalls/ucm313577.htm,	,,
1237,"Fri, 27 Jul 2012 00:00:00 -0400","Delish, Marketside, Raleys and various brands.",Various products containing yellow onions.,Listeria monocytogenes,"GH Foods CA, LLC",http://www.fda.gov/Safety/Recalls/ucm313576.htm,"
			http://www.fda.gov/Safety/Recalls/ucm314011.htm
	",4902255868;4902251925;4902259602;4902260220;4902255872;4902251928;2676679000;2676679002;2676641725;2676679006;2676679007;2676641775;2676641780;2676641758;2676641785;2676641750;2676630710;2676671603;2676671600;2676677050;2676677000;2676671604;2676671024;2676671623;2676671630;2676671619;2676671632;2676671620;2676671120;2676671155;2676671121;2676671616;2676671621;2676677015;2676641793;2676641752;2676641710;2676641700;2676641775;2676641700;2676677088;2676641710;2676677089;2676642283;8113103747;1540019454;1540019446;1540019451;9848720341;9848720358;9848720450;9848720448;9848720449;9848720359;9848710131;9848720361;4656771759;4656702011;4656771749;4656702008;4656771724;4656771725;4656771752;4656702006;4656771753;4656702002;4656771730;2113009336;2113028421;2113028404;2113009352;2113028415;2113028410;2113009335;21012800000;21009100000;21012700000;21009900000;2676689372;2676689379;2676689368;2676689376;2676689325,
1238,"Fri, 27 Jul 2012 00:00:00 -0400",Trader Joes,Salsa and Balela,Listeria monocytogenes,"Simmering Soup, Inc.",http://www.fda.gov/Safety/Recalls/ucm313589.htm,"
			http://www.fda.gov/Safety/Recalls/ucm313615.htm
	",,
1239,"Fri, 27 Jul 2012 00:00:00 -0400",Trader Joes,Salad,Listeria monocytogenes,Huxtables Kitchen,http://www.fda.gov/Safety/Recalls/ucm313705.htm,"
			http://www.fda.gov/Safety/Recalls/ucm313715.htm
	",,
1240,"Thu, 26 Jul 2012 17:34:00 -0400","Purina, Dumor",Poultry feed products,Lack of added vitamin D,Land OLakes Purina Feed LLC,http://www.fda.gov/Safety/Recalls/ucm313507.htm,	,,
1241,"Thu, 26 Jul 2012 00:00:00 -0400",Publix,Sub Sandwiches,Listeria monocytogenes,Publix Super Markets,http://www.fda.gov/Safety/Recalls/ucm313841.htm,	,,
1242,"Thu, 26 Jul 2012 00:00:00 -0400",Fresh Selections,Three bean salad and broccoli stir fry,Listeria monocytogenes,Spartan Stores,http://www.fda.gov/Safety/Recalls/ucm313749.htm,"
			http://www.fda.gov/Safety/Recalls/ucm313750.htm
	",,
1243,"Wed, 25 Jul 2012 18:47:00 -0400",Gills Onions,Onions and onion/celery mix,Listeria monocytogenes,"Gills Onions, LLC",http://www.fda.gov/Safety/Recalls/ucm313399.htm,	,643550000405;643550000412;643550000092;643550000009;643550000429;643550000351;898634001018;643550000498;643550000504;643550000443;643550000450;643550000467,
