,DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK,upc_processed_string,asin_string,upcs_string
1261,"Tue, 10 Jul 2012 00:00:00 -0400",iFlora,Kids Multi-Probiotic and 4-Kids Powder Dietary Supplements,Salmonella,Sedona Labs,http://www.fda.gov/Safety/Recalls/ucm311050.htm,http://www.fda.gov/Safety/Recalls/ucm311051.htm,"648575010132,;648575010132,;648575010132,;648575010132,;648575010149,;","B00BVO8IM6,;B00BVO8IM6,;B00BVO8IM6,;B00BVO8IM6,;UPCNOTFOUND,;",648575010132;648575010132;648575010132;648575010132;648575010149;
1262,"Tue, 10 Jul 2012 00:00:00 -0400",Hannaford,,Listeria monocytogenes,Hannaford Supermarkets,http://www.fda.gov/Safety/Recalls/ucm312330.htm,,"941260723096,;941260723096,;941260723096,;","B0178MSJNM,;B0178MSJNM,;B0178MSJNM,;",941260723096;941260723096;941260723096;
1263,"Fri, 06 Jul 2012 00:00:00 -0400",Arctic Zero,Frozen desserts,Undeclared Milk,Arctic Zero Inc.,http://www.fda.gov/Safety/Recalls/ucm310903.htm,http://www.fda.gov/Safety/Recalls/ucm310904.htm,"852244003008,;852244003060,;852244003046,;852244003039,;852244003015,;852244003022,;852244003053,;852244003077,;852244003091,;852244003084,;","UPCNOTFOUND,;UPCNOTFOUND,;UPCNOTFOUND,;UPCNOTFOUND,;B0071ZWY1K,;UPCNOTFOUND,;UPCNOTFOUND,;UPCNOTFOUND,;UPCNOTFOUND,;UPCNOTFOUND,;",852244003008;852244003060;852244003046;852244003039;852244003015;852244003022;852244003053;852244003077;852244003091;852244003084;
1264,"Fri, 06 Jul 2012 00:00:00 -0400",Pacific International Marketing,Romaine lettuce,Salmonella,Pacific International Marketing,http://www.fda.gov/Safety/Recalls/ucm310915.htm,,,,
1265,"Fri, 06 Jul 2012 00:00:00 -0400",FLOW-i Anesthesia Systems,"C20, C30, C40 FLOW-i Anesthesia Systems",A software problem with the MAN/AUTO switch,MAQUET,http://www.fda.gov/Safety/Recalls/ucm310815.htm,,,,
1266,"Fri, 06 Jul 2012 00:00:00 -0400",Mazuri,Animal feed,Elevated vitamin D level,PMI Nutrition International,http://www.fda.gov/Safety/Recalls/ucm310916.htm,http://www.fda.gov/Safety/Recalls/ucm310917.htm,,,
1267,"Fri, 06 Jul 2012 00:00:00 -0400","Rejuvenate, ABG II",Modular-neck hip stems,Potential risk associated with fretting and corrosion at modular neck junction,Stryker,http://www.fda.gov/Safety/Recalls/ucm311043.htm,,,,
1268,"Fri, 06 Jul 2012 00:00:00 -0400","Hornbacher&#39;s, Schroeder, SunnyBrook",Peppermint Bon Bon Ice Cream,Undeclared Eggs,Cass-Clay Creamery,http://www.fda.gov/Safety/Recalls/ucm310981.htm,,,,
1269,"Tue, 03 Jul 2012 21:44:00 -0400",Fruiti Pops,Classic coconut frozen dessert bars,Undeclared eggs,Fruiti Pops Inc.,http://www.fda.gov/Safety/Recalls/ucm310638.htm,http://www.fda.gov/Safety/Recalls/ucm310639.htm,"763734000011,;","UPCNOTFOUND,;",763734000011;
1270,"Tue, 03 Jul 2012 18:33:00 -0400",LabDiet and Mazuri Feed Products,Animal feed,Potential for an elevated vitamin D level.,PMI Nutrition,http://www.fda.gov/Safety/Recalls/ucm310630.htm,http://www.fda.gov/Safety/Recalls/ucm310631.htm,,,
1271,"Tue, 03 Jul 2012 00:00:00 -0400",Andante Dairy,Cheese,Insufficient Pasteurization,Andante Dairy,http://www.fda.gov/Safety/Recalls/ucm310745.htm,,,,
1272,"Tue, 03 Jul 2012 00:00:00 -0400",Bedford Laboratories,Leucovorin Calcium Injection,Crystalline particulate matter,Bedford Laboratories,http://www.fda.gov/Safety/Recalls/ucm310666.htm,,,,
1273,"Mon, 02 Jul 2012 00:00:00 -0400",Mexicali Cheese Corp.,Cheese,Listeria monocytogenes,Mexicali Cheese Corp.,http://www.fda.gov/Safety/Recalls/ucm310537.htm,http://www.fda.gov/Safety/Recalls/ucm310543.htm,,,
1274,"Mon, 02 Jul 2012 00:00:00 -0400",AirLife,Infant Breathing Circuit (Ventilation Product),Can develop cracks and leaks in the closed ventilation system.,CareFusion,http://www.fda.gov/Safety/Recalls/ucm310623.htm,,,,
1275,"Sat, 30 Jun 2012 00:00:00 -0400",Pedigree,Dog Food,Potential choking risk,Mars Petcare US,http://www.fda.gov/Safety/Recalls/ucm310400.htm,http://www.fda.gov/Safety/Recalls/ucm310401.htm,"023100349749,723100349748,823100349745,623100349741,;023100019130,723100019139,823100019136,623100019132,;023100230450,723100230459,823100230456,623100230452,;","B002ANE0Z6,B01CRD3LAI,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;",2310034974;2310001913;2310023045;
1276,"Fri, 29 Jun 2012 21:58:00 -0400",Mexicali Cheese Corp.,Queso Fresco Cheese,Listeria monocytogenes,Mexicali Cheese Corp.,http://www.fda.gov/Safety/Recalls/ucm310335.htm,,,,
1277,"Fri, 29 Jun 2012 21:20:00 -0400",Dole Hearts of Romaine,Bagged Salad,Listeria monocytogenes,"Dole Fresh Vegetables, Inc.",http://www.fda.gov/Safety/Recalls/ucm310329.htm,http://www.fda.gov/Safety/Recalls/ucm310330.htm,"071430009567,771430009566,871430009563,671430009569,;071430009567,771430009566,871430009563,671430009569,;071430009567,771430009566,871430009563,671430009569,;","UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,B001V9LUVW,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,B001V9LUVW,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,B001V9LUVW,;",7143000956;7143000956;7143000956;
1278,"Fri, 29 Jun 2012 00:00:00 -0400",ALOHA Maid Natural,Coconut water,Product has an off smell,ITO EN USA,http://www.fda.gov/Safety/Recalls/ucm310465.htm,http://www.fda.gov/Safety/Recalls/ucm310466.htm,"835146008183,;835146008183,;835146008183,;","UPCNOTFOUND,;UPCNOTFOUND,;UPCNOTFOUND,;",835146008183;835146008183;835146008183;
1279,"Fri, 29 Jun 2012 00:00:00 -0400",BI-LO,Pasta Salad,May contain small metal fragments,BI-LO,http://www.fda.gov/Safety/Recalls/ucm310747.htm,http://www.fda.gov/Safety/Recalls/ucm310749.htm,"007880028919,707880028918,807880028915,607880028911,;007880028919,707880028918,807880028915,607880028911,;007880028926,707880028925,807880028922,607880028928,;007880028926,707880028925,807880028922,607880028928,;","UPCNOTFOUND,UPCNOTFOUND,B01K9S0VYM,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,B01K9S0VYM,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;",0788002891;0788002891;0788002892;0788002892;
1280,"Fri, 29 Jun 2012 00:00:00 -0400","Cataplex ACP, Cataplex C, Pancreatrophin PMG",Dietary Supplements,Salmonella,"Standard Process, Inc.",http://www.fda.gov/Safety/Recalls/ucm310295.htm,,,,
1281,"Thu, 28 Jun 2012 00:00:00 -0400",Bedford Laboratories,Vecuronium Bromide Injection,Particulate matter,Bedford Laboratories,http://www.fda.gov/Safety/Recalls/ucm310191.htm,http://www.fda.gov/Safety/Recalls/ucm310193.htm,,,
1282,"Wed, 27 Jun 2012 00:00:00 -0400",Winn-Dixie,Cheeseburger Macaroni Skillet Dinner,May contain small metal fragments,Winn-Dixie,http://www.fda.gov/Safety/Recalls/ucm311093.htm,http://www.fda.gov/Safety/Recalls/ucm311100.htm,"021140180803,721140180802,821140180809,621140180805,;021140180803,721140180802,821140180809,621140180805,;021140180803,721140180802,821140180809,621140180805,;021140180803,721140180802,821140180809,621140180805,;","UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;",2114018080;2114018080;2114018080;2114018080;
1283,"Tue, 26 Jun 2012 00:00:00 -0400",Banner Mountain Sprouts,Sprouts,Salmonella,Banner Mountain Sprouts,http://www.fda.gov/Safety/Recalls/ucm309904.htm,http://www.fda.gov/Safety/Recalls/ucm309906.htm,,,
1284,"Fri, 22 Jun 2012 18:16:00 -0400",Liquid Gold,Carrot Juice,potential to be contaminated with Clostridium botulinum,Healthy Choice Island Blends Inc.,http://www.fda.gov/Safety/Recalls/ucm309569.htm,http://www.fda.gov/Safety/Recalls/ucm309570.htm,"063213001301,763213001300,863213001307,663213001303,;","UPCNOTFOUND,B01CKJPTOU,UPCNOTFOUND,UPCNOTFOUND,;",6321300130;
1285,"Fri, 22 Jun 2012 00:00:00 -0400","Fresh Selections, Marketside",Bagged Salads,Listeria monocytogenes,"Dole Fresh Vegetables, Inc.",http://www.fda.gov/Safety/Recalls/ucm309601.htm,http://www.fda.gov/Safety/Recalls/ucm309608.htm,"011110910394,711110910393,811110910390,611110910396,;011110910462,711110910461,811110910468,611110910464,;081131027814,781131027813,881131027810,681131027816,;011110910394,711110910393,811110910390,611110910396,;011110910462,711110910461,811110910468,611110910464,;081131027814,781131027813,881131027810,681131027816,;011110910394,711110910393,811110910390,611110910396,;011110910462,711110910461,811110910468,611110910464,;081131027814,781131027813,881131027810,681131027816,;","UPCNOTFOUND,UPCNOTFOUND,B00IPR1C4I,B000HARU8S,;UPCNOTFOUND,UPCNOTFOUND,B00PB7XYB4,B01ACEPBOI,;UPCNOTFOUND,UPCNOTFOUND,B00J8CLU5U,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,B00IPR1C4I,B000HARU8S,;UPCNOTFOUND,UPCNOTFOUND,B00PB7XYB4,B01ACEPBOI,;UPCNOTFOUND,UPCNOTFOUND,B00J8CLU5U,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,B00IPR1C4I,B000HARU8S,;UPCNOTFOUND,UPCNOTFOUND,B00PB7XYB4,B01ACEPBOI,;UPCNOTFOUND,UPCNOTFOUND,B00J8CLU5U,UPCNOTFOUND,;",1111091039;1111091046;8113102781;1111091039;1111091046;8113102781;1111091039;1111091046;8113102781;
1286,"Wed, 20 Jun 2012 00:00:00 -0400",Leasa,Living Alfalfa Sprouts,Salmonella,Leasa Industries Co.,http://www.fda.gov/Safety/Recalls/ucm309382.htm,http://www.fda.gov/Safety/Recalls/ucm309384.htm,"075465559127,775465559126,875465559123,675465559129,;075465559127,775465559126,875465559123,675465559129,;075465559127,775465559126,875465559123,675465559129,;","UPCNOTFOUND,B0009PN5E4,B01CO3R3IC,B001LBS0EU,;UPCNOTFOUND,B0009PN5E4,B01CO3R3IC,B001LBS0EU,;UPCNOTFOUND,B0009PN5E4,B01CO3R3IC,B001LBS0EU,;",7546555912;7546555912;7546555912;
1287,"Tue, 19 Jun 2012 00:00:00 -0400",Euphoria Fancy Food Inc.,Dried Bream,The fish is uneviscerated and may pose a Clostridium botulinum hazard.,Euphoria Fancy Food Inc.,http://www.fda.gov/Safety/Recalls/ucm309007.htm,http://www.fda.gov/Safety/Recalls/ucm309010.htm,"930042250954,;","B00DTQ06AG,;",930042250954;
1288,"Mon, 18 Jun 2012 00:00:00 -0400",Hannaford,Mini Frosted Cookies,Undeclared eggs,Hannaford Supermarkets,http://www.fda.gov/Safety/Recalls/ucm308788.htm,http://www.fda.gov/Safety/Recalls/ucm308789.htm,"041268723744,741268723743,841268723740,641268723746,;041268723744,741268723743,841268723740,641268723746,;041268723744,741268723743,841268723740,641268723746,;","UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,B01CO3F9TW,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,B01CO3F9TW,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,B01CO3F9TW,;",4126872374;4126872374;4126872374;
1289,"Mon, 18 Jun 2012 00:00:00 -0400",Nidek,Oxygen Concentrators,Capacitor-related fires,Nidek Medical Products Inc.,http://www.fda.gov/Safety/Recalls/ucm308840.htm,,,,
1290,"Fri, 15 Jun 2012 00:00:00 -0400",Truitt Brothers,Navy Beans,Undeclared Soy,Truitt Bros Inc.,http://www.fda.gov/Safety/Recalls/ucm308549.htm,http://www.fda.gov/Safety/Recalls/ucm308550.htm,"082225241451,782225241450,882225241457,682225241453,;","UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;",8222524145;
1291,"Tue, 12 Jun 2012 00:00:00 -0400",Ben &amp; Jerry&#39;s,Ice Cream,Fudge covered wafer pieces have been manufactured on shared equipment that processes peanuts and tree nuts.,Unilever,http://www.fda.gov/Safety/Recalls/ucm307962.htm,http://www.fda.gov/Safety/Recalls/ucm307966.htm,"076840208999,776840208998,876840208995,676840208991,;","UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;",7684020899;
1292,"Mon, 11 Jun 2012 00:00:00 -0400",Golden Glen Creamery,Red Pepper with Onion &amp; Garlic Cheddar,Listeria monocytogenes,Golden Glen Creamery,http://www.fda.gov/Safety/Recalls/ucm307982.htm,,,,
1293,"Fri, 08 Jun 2012 18:06:00 -0400",Sienna Bakery,Cookies,Undeclared Walnuts,Best Maid Cookie Company,http://www.fda.gov/Safety/Recalls/ucm307550.htm,http://www.fda.gov/Safety/Recalls/ucm307551.htm,"093901165992,;093901201706,;","UPCNOTFOUND,;UPCNOTFOUND,;",093901165992;093901201706;
1294,"Wed, 06 Jun 2012 00:00:00 -0400","Reggano, HEB, Food Club, more",Boxed Pasta Mix Products,May contain small metal fragments,Bay Valley Foods,http://www.fda.gov/Safety/Recalls/ucm307236.htm,,"041498133450,741498133459,841498133456,641498133452,;041498133450,741498133459,841498133456,641498133452,;041498128630,741498128639,841498128636,641498128632,;041498128630,741498128639,841498128636,641498128632,;041498128630,741498128639,841498128636,641498128632,;041498128630,741498128639,841498128636,641498128632,;041498124335,741498124334,841498124331,641498124337,;036800343115,736800343114,836800343111,636800343117,;041220891061,741220891060,841220891067,641220891063,;041220891061,741220891060,841220891067,641220891063,;011110901545,711110901544,811110901541,611110901547,;011110901545,711110901544,811110901541,611110901547,;011110851468,711110851467,811110851464,611110851460,;011110901545,711110901544,811110901541,611110901547,;011110901545,711110901544,811110901541,611110901547,;011110851468,711110851467,811110851464,611110851460,;041250963356,741250963355,841250963352,641250963358,;036800343115,736800343114,836800343111,636800343117,;036800343115,736800343114,836800343111,636800343117,;078742230610,778742230619,878742230616,678742230612,;078742230610,778742230619,878742230616,678742230612,;078742230610,778742230619,878742230616,678742230612,;041498128630,741498128639,841498128636,641498128632,;","B00021BTPC,B01AH4OWJ8,UPCNOTFOUND,UPCNOTFOUND,;B00021BTPC,B01AH4OWJ8,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,B01CO4RG42,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,B01CO4RG42,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,B01CO4RG42,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,B01CO4RG42,;B0013JFC4G,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;B002JQVSZO,UPCNOTFOUND,B01CO5J82E,UPCNOTFOUND,;B011YRBW2W,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;B011YRBW2W,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,B01CO5L2NC,B00062ACAK,UPCNOTFOUND,;UPCNOTFOUND,B01CO5L2NC,B00062ACAK,UPCNOTFOUND,;UPCNOTFOUND,B00NOOE5YQ,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,B01CO5L2NC,B00062ACAK,UPCNOTFOUND,;UPCNOTFOUND,B01CO5L2NC,B00062ACAK,UPCNOTFOUND,;UPCNOTFOUND,B00NOOE5YQ,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;B002JQVSZO,UPCNOTFOUND,B01CO5J82E,UPCNOTFOUND,;B002JQVSZO,UPCNOTFOUND,B01CO5J82E,UPCNOTFOUND,;UPCNOTFOUND,B00A7R9I1I,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,B00A7R9I1I,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,B00A7R9I1I,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,B01CO4RG42,;",4149813345;4149813345;4149812863;4149812863;4149812863;4149812863;4149812433;3680034311;4122089106;4122089106;1111090154;1111090154;1111085146;1111090154;1111090154;1111085146;4125096335;3680034311;3680034311;7874223061;7874223061;7874223061;4149812863;
1295,"Tue, 05 Jun 2012 00:00:00 -0400",Introvale,Oral Contraceptive,Packaging flaw,Sandoz Inc.,http://www.fda.gov/Safety/Recalls/ucm307098.htm,,,,
1296,"Mon, 04 Jun 2012 00:00:00 -0400",Wellesse,Dietary Supplement,Salmonella,Botanical Laboratories Inc.,http://www.fda.gov/Safety/Recalls/ucm307134.htm,http://www.fda.gov/Safety/Recalls/ucm307135.htm,,,
1297,"Fri, 01 Jun 2012 12:50:00 -0400",Crown Prince,Oysters,The shellfish was harvested from waters that may have been exposed to inadequate sanitation controls,Crown Prince Seafood,http://www.fda.gov/Safety/Recalls/ucm306377.htm,http://www.fda.gov/Safety/Recalls/ucm306379.htm,"073230000522,;073230008528,;073230008511,;073230008665,;","B001TIZZFW,;B00BP3Q5V4,;B004XM4LEW,;B009YLZXLW,;",073230000522;073230008528;073230008511;073230008665;
1298,"Wed, 30 May 2012 00:00:00 -0400",Oskri,Peach Granola,Undeclared cashews,Oskri Corp.,http://www.fda.gov/Safety/Recalls/ucm306160.htm,http://www.fda.gov/Safety/Recalls/ucm306165.htm,"666016111743,;","UPCNOTFOUND,;",666016111743;
1299,"Sat, 26 May 2012 16:21:00 -0400",V Maxx,V Maxx Rx,Undeclared sulfoaidenafil,"The Menz Club, LLC",http://www.fda.gov/Safety/Recalls/ucm305795.htm,http://www.fda.gov/Safety/Recalls/ucm305800.htm,"028028035613,728028035612,828028035619,628028035615,;009728594020,709728594029,809728594026,609728594022,;009132510173,709132510172,809132510179,609132510175,;","UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;",2802803561;0972859402;0913251017;
1300,"Fri, 25 May 2012 00:00:00 -0400",Nitre Powder,Nitre Powder,Contains higher levels of sodium nitrite,HOCEAN Inc.,http://www.fda.gov/Safety/Recalls/ucm305787.htm,http://www.fda.gov/Safety/Recalls/ucm305788.htm,"045027979182,;045027979182,;045027979182,;045027979182,;","UPCNOTFOUND,;UPCNOTFOUND,;UPCNOTFOUND,;UPCNOTFOUND,;",045027979182;045027979182;045027979182;045027979182;
1301,"Fri, 25 May 2012 00:00:00 -0400",Franck&quot;s,Sterile Human and Veterinary Prescription Drugs,Presence of microorganisms and fungal growth,Franck&#39;s Compounding Lab,http://www.fda.gov/Safety/Recalls/ucm305509.htm,,,,
1302,"Wed, 23 May 2012 00:00:00 -0400",Shiitake-Ya Brand Gourmet Shiitake Slices,Mushrooms,"May be contaminated with the chemicals carbendazim, fluoranthene, and pyrene",L.A. Link (Huntington Beach) Corporation,http://www.fda.gov/Safety/Recalls/ucm305759.htm,http://www.fda.gov/Safety/Recalls/ucm305927.htm,,,
1303,"Tue, 22 May 2012 21:00:00 -0400",Curlin Brand,Intravenous Administration Sets.,Reverse flow when using an affected Intravenous Administration Set.,"MOOG, Inc.",http://www.fda.gov/Safety/Recalls/ucm305208.htm,,,,
1304,"Tue, 22 May 2012 18:50:00 -0400","Marketside, Private Selection",Organic Baby Spinach,Salmonella,"Taylor Farms Retail, Inc.",http://www.fda.gov/Safety/Recalls/ucm305203.htm,http://www.fda.gov/Safety/Recalls/ucm305204.htm,"011110911285,;011110911285,;681131329002,;","B000VUMCFA,;B000VUMCFA,;B00IRM5OMW,;",011110911285;011110911285;681131329002;
1305,"Tue, 22 May 2012 00:00:00 -0400",IndonesianFoodMart.com,Tempeh Starter Yeast and Super,Salmonella,IndonesianFoodMart.com,http://www.fda.gov/Safety/Recalls/ucm305247.htm,,,,
1306,"Tue, 22 May 2012 00:00:00 -0400","Chef on the Run, Mia Fratello","Garden Salad, Deluxe Salad, romaine lettuce",Listeria monocytogenes,Pacific Coast Fruit Company,http://www.fda.gov/Safety/Recalls/ucm305123.htm,,"020728711361,720728711360,820728711367,620728711363,;020728711644,720728711643,820728711640,620728711646,;020728716007,720728716006,820728716003,620728716009,;020728716014,720728716013,820728716010,620728716016,;020728716021,720728716020,820728716027,620728716023,;020728716038,720728716037,820728716034,620728716030,;020728730652,720728730651,820728730658,620728730654,;020728730669,720728730668,820728730665,620728730661,;020728740125,720728740124,820728740121,620728740127,;020728741979,720728741978,820728741975,620728741971,;020728741498,720728741497,820728741494,620728741490,;020728741993,720728741992,820728741999,620728741995,;020728741290,720728741299,820728741296,620728741292,;","UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;B00IRM9ZKY,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;B00IRMC9SE,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,B00ECOC3O6,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,B001O88B3A,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;",2072871136;2072871164;2072871600;2072871601;2072871602;2072871603;2072873065;2072873066;2072874012;2072874197;2072874149;2072874199;2072874129;
1307,"Tue, 22 May 2012 00:00:00 -0400",H.T. Traders Sorbet,Sorbet,Undeclared Milk Protein,Harris Teeter,http://www.fda.gov/Safety/Recalls/ucm305254.htm,http://www.fda.gov/Safety/Recalls/ucm305258.htm,"072036981967,772036981966,872036981963,672036981969,;072036981950,772036981959,872036981956,672036981952,;072036981943,772036981942,872036981949,672036981945,;072036981974,772036981973,872036981970,672036981976,;072036981936,772036981935,872036981932,672036981938,;","UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;UPCNOTFOUND,B00KNEDQ86,UPCNOTFOUND,UPCNOTFOUND,;",7203698196;7203698195;7203698194;7203698197;7203698193;
1308,"Tue, 22 May 2012 00:00:00 -0400",Honeyville Honey Barbecue Sauce,Honeyville Honey Barbecue Sauce,Undeclared anchovies,Honeyville Honey Farm,http://www.fda.gov/Safety/Recalls/ucm305398.htm,http://www.fda.gov/Safety/Recalls/ucm305399.htm,"038801712129,;","UPCNOTFOUND,;",038801712129;
1309,"Mon, 21 May 2012 00:00:00 -0400",Diamond Naturals Small Breed Adult Dog Lamb &amp; Rice Formula,Diamond Naturals Small Breed Adult Dog Lamb &amp; Rice Formula dry dog food.,Salmonella,Diamond Pet Foods,http://www.fda.gov/Safety/Recalls/ucm304917.htm,,,,
1310,"Sat, 19 May 2012 19:07:00 -0400",Gills Onions,Diced Red Onions,Listeria monocytogenes,"Gills Onions, LLC",http://www.fda.gov/Safety/Recalls/ucm304732.htm,,"643550000450,;643550000412,;","B0167JUDHC,;UPCNOTFOUND,;",643550000450;643550000412;
1311,"Sat, 19 May 2012 00:00:00 -0400","River Ranch, Farm Stand, Hy-Vee, Shurfresh, more",Bagged Salads,Listeria monocytogenes,"River Ranch Fresh Foods, LLC",http://www.fda.gov/Safety/Recalls/ucm304741.htm,,,,
1312,"Fri, 18 May 2012 22:15:00 -0400","FIRMINITE, EXTRA STRENGTH INSTANT HOT ROD, AND LIBIDRON",Drug for Erectile Dysfunction (ED),Unapproved new drug,"West Coast Nutritionals, Ltd.",http://www.fda.gov/Safety/Recalls/ucm304719.htm,http://www.fda.gov/Safety/Recalls/ucm305841.htm,,,
1313,"Fri, 18 May 2012 20:07:00 -0400","River Ranch, Farm Stand, Hy-Vee, Marketside, Shurfresh, The Farmer&#39;s Market, Cross Valley, Fresh n Easy, Promark , Sysco",Bagged Salads,Listeria monocytogenes,River Ranch Fresh Foods LLC,http://www.fda.gov/Safety/Recalls/ucm304718.htm,,,,
1314,"Fri, 18 May 2012 19:30:00 -0400",Santos,"Flours, Legumes and Spices",Undeclared Peanuts and Wheat,"Santos Agency, Inc.",http://www.fda.gov/Safety/Recalls/ucm304717.htm,http://www.fda.gov/Safety/Recalls/ucm305441.htm,,,
1315,"Thu, 17 May 2012 00:00:00 -0400",CARIBENA,Papaya,Salmonella,"CARIBE PRODUCE, LTD CO.",http://www.fda.gov/Safety/Recalls/ucm304726.htm,,,,
1316,"Tue, 15 May 2012 00:00:00 -0400",El Sinai Bakery,MAPA (Rainbow Cake),Undeclared eggs,Bakery El Monte Sinai Corp,http://www.fda.gov/Safety/Recalls/ucm304373.htm,,"052735002095,752735002094,852735002091,652735002097,;","UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,UPCNOTFOUND,;",5273500209;
1317,"Sat, 12 May 2012 00:00:00 -0400",Hospira,"Hydromorphone Injection, USP",May contain more than the 1 mL labeled fill volume,"Hospira, Inc.",http://www.fda.gov/Safety/Recalls/ucm303942.htm,http://www.fda.gov/Safety/Recalls/ucm303943.htm,,,
1318,"Fri, 11 May 2012 00:00:00 -0400",Purina Veterinary Diets,Cat Food,Deficient Thiamine,Nestle Purina PetCare,http://www.fda.gov/Safety/Recalls/ucm303937.htm,http://www.fda.gov/Safety/Recalls/ucm303940.htm,,,
1319,"Fri, 11 May 2012 00:00:00 -0400",Natural Balance,Dog Food,Salmonella,Natural Balance Pet Foods,http://www.fda.gov/Safety/Recalls/ucm303918.htm,http://www.fda.gov/Safety/Recalls/ucm303920.htm,"723633886505,;723633886505,;","B001AJN8PE,;B001AJN8PE,;",723633886505;723633886505;
1320,"Fri, 11 May 2012 00:00:00 -0400",Whole Foods Market,Cupcakes,Undeclared Walnuts,Whole Foods Market,http://www.fda.gov/Safety/Recalls/ucm303932.htm,http://www.fda.gov/Safety/Recalls/ucm303933.htm,,,
1321,"Thu, 10 May 2012 00:00:00 -0400",Jonlly,Beverages,Undeclared Milk,"Jonlly Fruits, Inc.",http://www.fda.gov/Safety/Recalls/ucm303786.htm,http://www.fda.gov/Safety/Recalls/ucm303795.htm,,,
