,category_key,product_key
79743,18415,1085630
79746,18415,1085631
79754,18415,1085632
79756,18415,1085633
79758,18415,1085634
79760,18415,1085635
79762,18415,1085636
79764,18415,1085637
79766,18415,1085638
79768,18415,1085639
79770,18415,1085640
79772,18415,1085641
79733,18415,1085642
79749,18415,1085643
79776,18415,1085644
79778,18415,1085645
79780,18415,1085646
79782,18415,1085647
79784,18415,1085648
79786,18415,1085649
79788,18415,1085650
79790,18415,1085651
79792,18415,1085652
79794,18415,1085653
79796,18415,1085654
79798,18415,1085655
79800,18415,1085656
79804,18415,1085657
79806,18415,1085658
79808,18415,1085659
79810,18415,1085660
79812,18415,1085661
79814,18415,1085662
79816,18415,1085663
79818,18415,1085664
79820,18415,1085665
79822,18415,1085666
79824,18415,1085667
79826,18415,1085668
79828,18415,1085669
79830,18415,1085670
79836,18415,1085671
79845,18756,1085672
79846,18437,1085672
79847,18900,1085672
79848,18415,1085672
79850,18415,1085673
79852,18415,1085674
79854,18415,1085675
79856,18415,1085676
79858,18415,1085677
79860,18415,1085678
79862,18415,1085679
79864,18415,1085680
79866,18415,1085681
79868,18415,1085682
79871,18415,1085683
79873,18415,1085684
79876,18415,1085685
79879,18415,1085686
79881,18415,1085687
79884,18415,1085688
79887,18415,1085689
79890,18415,1085690
79892,18415,1085691
79894,18415,1085692
79896,18415,1085693
79899,18415,1085694
79902,18415,1085695
79905,18415,1085696
79908,18415,1085697
79910,18415,1085698
79912,18415,1085699
79832,18415,1085700
73883,18415,1085701
74668,18415,1085702
75902,18415,1085703
78065,18415,1085704
79914,18415,1085705
79916,18415,1085706
79918,18415,1085707
79920,18415,1085708
79922,18415,1085709
79925,18415,1085710
79927,18415,1085711
79929,18415,1085712
79931,18415,1085713
79933,18415,1085714
79935,18415,1085715
79938,18415,1085716
79940,18415,1085717
79942,18415,1085718
79944,18415,1085719
79946,18415,1085720
79948,18415,1085721
79950,18415,1085722
79952,18415,1085723
79369,18415,1085724
79555,18415,1085725
79956,18415,1085726
79958,18415,1085727
79960,18415,1085728
79962,18415,1085729
79964,18415,1085730
79966,18415,1085731
79968,18415,1085732
79970,18415,1085733
79972,18415,1085734
79974,18415,1085735
79976,18415,1085736
79978,18415,1085737
79980,18415,1085738
79982,18415,1085739
79984,18415,1085740
79986,18415,1085741
79988,18415,1085742
79990,18415,1085743
79992,18415,1085744
79994,18415,1085745
79999,18415,1085746
80001,18415,1085747
80003,18415,1085748
80005,18415,1085749
80007,18415,1085750
80009,18415,1085751
80011,18415,1085752
80013,18415,1085753
80015,18415,1085754
80017,18415,1085755
80019,18415,1085756
80021,18415,1085757
80023,18415,1085758
80025,18415,1085759
80028,18415,1085760
80030,18415,1085761
80032,18415,1085762
80034,18415,1085763
80036,18415,1085764
80038,18415,1085765
79996,18415,1085766
79626,18415,1085767
79664,18415,1085768
80041,18415,1085769
80043,18415,1085770
80045,18415,1085771
80047,18415,1085772
80049,18415,1085773
80051,18415,1085774
80053,18415,1085775
80055,18415,1085776
80057,18415,1085777
80059,18415,1085778
80061,18415,1085779
80063,18415,1085780
80065,18415,1085781
80067,18415,1085782
80069,18415,1085783
80071,18415,1085784
80073,18415,1085785
80077,18415,1085786
80079,18415,1085787
80081,18415,1085788
80083,18415,1085789
80085,18415,1085790
80087,18415,1085791
80089,18415,1085792
80091,18415,1085793
80093,18415,1085794
80095,18415,1085795
80097,18415,1085796
80099,18415,1085797
80101,18415,1085798
80103,18415,1085799
80105,18415,1085800
80107,18415,1085801
80109,18415,1085802
80111,18415,1085803
80113,18415,1085804
80116,18415,1085805
80118,18415,1085806
80120,18415,1085807
80122,18415,1085808
80124,18415,1085809
80126,18415,1085810
80128,18415,1085811
80130,18415,1085812
80132,18415,1085813
80134,18415,1085814
80136,18415,1085815
80138,18415,1085816
80140,18415,1085817
79734,18415,1085818
80143,18415,1085819
80145,18415,1085820
80147,18415,1085821
80149,18415,1085822
80151,18415,1085823
80153,18415,1085824
80155,18415,1085825
80157,18415,1085826
80159,18415,1085827
80161,18415,1085828
80163,18415,1085829
80165,18415,1085830
80168,18415,1085831
80170,18415,1085832
80172,18415,1085833
80175,18415,1085834
80177,18415,1085835
80179,18415,1085836
80181,18415,1085837
80183,18415,1085838
80187,18415,1085839
80189,18415,1085840
80191,18415,1085841
80200,18648,1085842
80201,18879,1085842
80202,18547,1085842
80203,18415,1085842
80205,18415,1085843
80208,18415,1085844
80210,18415,1085845
80212,18415,1085846
80214,18415,1085847
80216,18415,1085848
80218,18415,1085849
80220,18415,1085850
80222,18415,1085851
80224,18415,1085852
80226,18415,1085853
80228,18415,1085854
80230,18415,1085855
80233,18415,1085856
80235,18415,1085857
80237,18415,1085858
80241,18415,1085859
80243,18415,1085860
80245,18415,1085861
80247,18415,1085862
80250,18415,1085863
80252,18415,1085864
80254,18415,1085865
80256,18415,1085866
80258,18415,1085867
80260,18415,1085868
80262,18415,1085869
80264,18415,1085870
80266,18415,1085871
80268,18415,1085872
80270,18415,1085873
80272,18415,1085874
80184,18415,1085875
80239,18415,1085876
76521,18415,1085877
80277,18415,1085878
80279,18415,1085879
80281,18415,1085880
80284,18415,1085881
80286,18415,1085882
80289,18415,1085883
80291,18415,1085884
80293,18415,1085885
80295,18415,1085886
80297,18415,1085887
80299,18415,1085888
80301,18415,1085889
80303,18415,1085890
80305,18415,1085891
80307,18415,1085892
80309,18415,1085893
80311,18415,1085894
80313,18415,1085895
80316,18415,1085896
77756,18415,1085897
80319,18415,1085898
80321,18415,1085899
80323,18415,1085900
80325,18415,1085901
80327,18415,1085902
80329,18415,1085903
80331,18415,1085904
80333,18415,1085905
80335,18415,1085906
80337,18415,1085907
80339,18415,1085908
80341,18415,1085909
80344,18415,1085910
80346,18415,1085911
80348,18415,1085912
80352,18415,1085913
80354,18415,1085914
80356,18415,1085915
80358,18415,1085916
80360,18415,1085917
80362,18415,1085918
80364,18415,1085919
80366,18415,1085920
80368,18415,1085921
80370,18415,1085922
80372,18415,1085923
77804,18415,1085924
80350,18415,1085925
80376,18415,1085926
80378,18415,1085927
80380,18415,1085928
80382,18415,1085929
80384,18415,1085930
80386,18415,1085931
80388,18415,1085932
80390,18415,1085933
80392,18415,1085934
80394,18415,1085935
80396,18415,1085936
80398,18415,1085937
80400,18415,1085938
80402,18415,1085939
80404,18415,1085940
80406,18415,1085941
80408,18415,1085942
80410,18415,1085943
80412,18415,1085944
80417,18415,1085945
80419,18415,1085946
80421,18415,1085947
80423,18415,1085948
80425,18415,1085949
80427,18415,1085950
80430,18415,1085951
80432,18415,1085952
80435,18415,1085953
80438,18415,1085954
80440,18415,1085955
80442,18415,1085956
80444,18415,1085957
80446,18415,1085958
80448,18415,1085959
80450,18415,1085960
80452,18415,1085961
80414,18415,1085962
79751,18415,1085963
80455,18415,1085964
80457,18415,1085965
80459,18415,1085966
80461,18415,1085967
80463,18415,1085968
80465,18415,1085969
80467,18415,1085970
80469,18415,1085971
80471,18415,1085972
80473,18415,1085973
80475,18415,1085974
80477,18415,1085975
80479,18415,1085976
80481,18415,1085977
80483,18415,1085978
80485,18415,1085979
80491,18415,1085980
80493,18415,1085981
80495,18415,1085982
80497,18415,1085983
80499,18415,1085984
80501,18415,1085985
80504,18415,1085986
80506,18415,1085987
80509,18415,1085988
80511,18415,1085989
80514,18415,1085990
80516,18415,1085991
80519,18415,1085992
80521,18415,1085993
80523,18415,1085994
80526,18415,1085995
80488,18415,1085996
80530,18415,1085997
80533,18415,1085998
80535,18415,1085999
80538,18415,1086000
80540,18415,1086001
80542,18415,1086002
80544,18415,1086003
80546,18415,1086004
80548,18415,1086005
80550,18415,1086006
80552,18415,1086007
80554,18415,1086008
80556,18415,1086009
80558,18415,1086010
80560,18415,1086011
80562,18415,1086012
80528,18415,1086013
77987,18415,1086014
80566,18415,1086015
80568,18415,1086016
80570,18415,1086017
80572,18415,1086018
80574,18415,1086019
80576,18415,1086020
80578,18415,1086021
80580,18415,1086022
80582,18415,1086023
80584,18415,1086024
80586,18415,1086025
80588,18415,1086026
80590,18415,1086027
80592,18415,1086028
80594,18415,1086029
80596,18415,1086030
80598,18415,1086031
80600,18415,1086032
80602,18415,1086033
80604,18415,1086034
80606,18415,1086035
80608,18415,1086036
80610,18415,1086037
80612,18415,1086038
80614,18415,1086039
80616,18415,1086040
80618,18415,1086041
80620,18415,1086042
80622,18415,1086043
80624,18415,1086044
80627,18415,1086045
80629,18415,1086046
80631,18415,1086047
80634,18415,1086048
80636,18415,1086049
80638,18415,1086050
80640,18415,1086051
80642,18415,1086052
80644,18415,1086053
80646,18415,1086054
80648,18415,1086055
80650,18415,1086056
80653,18415,1086057
80655,18415,1086058
80657,18415,1086059
80659,18415,1086060
80661,18415,1086061
80663,18415,1086062
80665,18415,1086063
80667,18415,1086064
80669,18415,1086065
80671,18415,1086066
80673,18415,1086067
78211,18415,1086068
78574,18415,1086069
80676,18415,1086070
80678,18415,1086071
80680,18415,1086072
80682,18415,1086073
80684,18415,1086074
80686,18415,1086075
80688,18415,1086076
80690,18415,1086077
80692,18415,1086078
80694,18415,1086079
80696,18415,1086080
80698,18415,1086081
80700,18415,1086082
80702,18415,1086083
80704,18415,1086084
80706,18415,1086085
80708,18415,1086086
80710,18415,1086087
80712,18415,1086088
80715,18415,1086089
80717,18415,1086090
80719,18415,1086091
80721,18415,1086092
80723,18415,1086093
80725,18415,1086094
80730,18415,1086095
80732,18415,1086096
80734,18415,1086097
80736,18415,1086098
80738,18415,1086099
80740,18415,1086100
80742,18415,1086101
80744,18415,1086102
80746,18415,1086103
80748,18415,1086104
80750,18415,1086105
80752,18415,1086106
80754,18415,1086107
80756,18415,1086108
80758,18415,1086109
80760,18415,1086110
80762,18415,1086111
80764,18415,1086112
80766,18415,1086113
80768,18415,1086114
80770,18415,1086115
80772,18415,1086116
80774,18415,1086117
80776,18415,1086118
80785,18648,1086119
80786,18879,1086119
80787,18547,1086119
80788,18415,1086119
80793,18779,1086120
80794,18870,1086120
80795,18683,1086120
80796,18415,1086120
80798,18415,1086121
80800,18415,1086122
80804,18596,1086123
80805,18431,1086123
80806,18415,1086123
80808,18415,1086124
80810,18415,1086125
80812,18415,1086126
80814,18415,1086127
80816,18415,1086128
80818,18415,1086129
80822,18903,1086130
80823,18939,1086130
80824,18415,1086130
80826,18415,1086131
80828,18415,1086132
80836,18415,1086133
80841,18871,1086134
80842,18879,1086134
80843,18547,1086134
80844,18415,1086134
80849,18675,1086135
80850,18879,1086135
80851,18547,1086135
80852,18415,1086135
80854,18415,1086136
80859,18871,1086137
80860,18879,1086137
80861,18547,1086137
80862,18415,1086137
80864,18415,1086138
80867,18415,1086139
80869,18415,1086140
80871,18415,1086141
80873,18415,1086142
80875,18415,1086143
80886,18694,1086144
80887,18559,1086144
80888,18458,1086144
80889,18900,1086144
80890,18415,1086144
80894,18882,1086145
80895,18939,1086145
80896,18415,1086145
80898,18415,1086146
80900,18415,1086147
80902,18415,1086148
80904,18415,1086149
80906,18415,1086150
80908,18415,1086151
80910,18415,1086152
80912,18415,1086153
80914,18415,1086154
80916,18415,1086155
80918,18415,1086156
80927,18779,1086157
80928,18870,1086157
80929,18683,1086157
80930,18415,1086157
80932,18415,1086158
80934,18415,1086159
80936,18415,1086160
80938,18415,1086161
79665,18415,1086162
80563,18415,1086163
80727,18415,1086164
80829,18650,1086165
80830,18751,1086165
80831,18683,1086165
80832,18415,1086165
80877,18415,1086166
80879,18415,1086167
80940,18415,1086168
80942,18415,1086169
80944,18415,1086170
80946,18415,1086171
80948,18415,1086172
80950,18415,1086173
80952,18415,1086174
80958,18686,1086175
80959,18475,1086175
80960,18437,1086175
80961,18900,1086175
80962,18415,1086175
80964,18415,1086176
80966,18415,1086177
80968,18415,1086178
80970,18415,1086179
80972,18415,1086180
80974,18415,1086181
80976,18415,1086182
80978,18415,1086183
80980,18415,1086184
80982,18415,1086185
80986,18415,1086186
80988,18415,1086187
80990,18415,1086188
80992,18415,1086189
80994,18415,1086190
80996,18415,1086191
80998,18415,1086192
81000,18415,1086193
81002,18415,1086194
81004,18415,1086195
81006,18415,1086196
81008,18415,1086197
81010,18415,1086198
81012,18415,1086199
81014,18415,1086200
81016,18415,1086201
81019,18415,1086202
81021,18415,1086203
81023,18415,1086204
81025,18415,1086205
81027,18415,1086206
80984,18415,1086207
71457,18415,1086208
81029,18415,1086209
81031,18415,1086210
81033,18415,1086211
81036,18415,1086212
81038,18415,1086213
81040,18415,1086214
81042,18415,1086215
81044,18415,1086216
81046,18415,1086217
81048,18415,1086218
81050,18415,1086219
81052,18415,1086220
81054,18415,1086221
81056,18415,1086222
81058,18415,1086223
81060,18415,1086224
81063,18415,1086225
81065,18415,1086226
81067,18415,1086227
81069,18415,1086228
81071,18415,1086229
81073,18415,1086230
81075,18415,1086231
81077,18415,1086232
81079,18415,1086233
80317,18415,1086234
80834,18415,1086235
69706,18415,1086236
81081,18415,1086237
81083,18415,1086238
81085,18415,1086239
81087,18415,1086240
81089,18415,1086241
81091,18415,1086242
81093,18415,1086243
81095,18415,1086244
81097,18415,1086245
81099,18415,1086246
81101,18415,1086247
81104,18415,1086248
81106,18415,1086249
81108,18415,1086250
81110,18415,1086251
81112,18415,1086252
81114,18415,1086253
81116,18415,1086254
81118,18415,1086255
81120,18415,1086256
81122,18415,1086257
81125,18415,1086258
81128,18415,1086259
81130,18415,1086260
81132,18415,1086261
81134,18415,1086262
81136,18415,1086263
81138,18415,1086264
81140,18415,1086265
81142,18415,1086266
81144,18415,1086267
81146,18415,1086268
81148,18415,1086269
81152,18887,1086270
81153,18547,1086270
81154,18415,1086270
81160,18529,1086271
81161,18576,1086271
81162,18607,1086271
81163,18900,1086271
81164,18415,1086271
81169,18871,1086272
81170,18879,1086272
81171,18547,1086272
81172,18415,1086272
81176,18453,1086273
81177,18710,1086273
81178,18415,1086273
81180,18415,1086274
81182,18415,1086275
81184,18415,1086276
81186,18415,1086277
81188,18415,1086278
81191,18415,1086279
81193,18415,1086280
81195,18415,1086281
81198,18415,1086282
81200,18415,1086283
81202,18415,1086284
81204,18415,1086285
81206,18415,1086286
81211,18615,1086287
81212,18484,1086287
81213,18868,1086287
81214,18415,1086287
81217,18415,1086288
81222,18415,1086289
81224,18415,1086290
81226,18415,1086291
81228,18415,1086292
81230,18415,1086293
81233,18415,1086294
81236,18415,1086295
81238,18415,1086296
81240,18415,1086297
81242,18415,1086298
81244,18415,1086299
81246,18415,1086300
81248,18415,1086301
81250,18415,1086302
81252,18415,1086303
81254,18415,1086304
81256,18415,1086305
81258,18415,1086306
81260,18415,1086307
81262,18415,1086308
81264,18415,1086309
81266,18415,1086310
81268,18415,1086311
81270,18415,1086312
81272,18415,1086313
81274,18415,1086314
81276,18415,1086315
81278,18415,1086316
81280,18415,1086317
81282,18415,1086318
81284,18415,1086319
81286,18415,1086320
81288,18415,1086321
81290,18415,1086322
81292,18415,1086323
81297,18559,1086324
81298,18458,1086324
81299,18900,1086324
81300,18415,1086324
81302,18415,1086325
81304,18415,1086326
81306,18415,1086327
81308,18415,1086328
81310,18415,1086329
81312,18415,1086330
81314,18415,1086331
81318,18494,1086332
81319,18683,1086332
81320,18415,1086332
81322,18415,1086333
81332,18494,1086334
81333,18683,1086334
81334,18415,1086334
81336,18415,1086335
81338,18415,1086336
81340,18415,1086337
81342,18415,1086338
81345,18415,1086339
81347,18415,1086340
81350,18415,1086341
81352,18415,1086342
81356,18775,1086343
81357,18939,1086343
81358,18415,1086343
81360,18415,1086344
81362,18415,1086345
81364,18415,1086346
81366,18415,1086347
81368,18415,1086348
81324,18415,1086349
81326,18415,1086350
81328,18415,1086351
81370,18415,1086352
69768,18415,1086353
81219,18415,1086354
81373,18415,1086355
81375,18415,1086356
81377,18415,1086357
81379,18415,1086358
81381,18415,1086359
81383,18415,1086360
81385,18415,1086361
81387,18415,1086362
81389,18415,1086363
81391,18415,1086364
81394,18415,1086365
81396,18415,1086366
81398,18415,1086367
81401,18415,1086368
81404,18415,1086369
81407,18415,1086370
81410,18415,1086371
81412,18415,1086372
81414,18415,1086373
81416,18415,1086374
81419,18415,1086375
81421,18415,1086376
81424,18415,1086377
81426,18415,1086378
81428,18415,1086379
81430,18415,1086380
81432,18415,1086381
81434,18415,1086382
81436,18415,1086383
81438,18415,1086384
81440,18415,1086385
81442,18415,1086386
81444,18415,1086387
81446,18415,1086388
81448,18415,1086389
81450,18415,1086390
81452,18415,1086391
81454,18415,1086392
81456,18415,1086393
81458,18415,1086394
81460,18415,1086395
81461,18415,1086396
81464,18415,1086397
81467,18415,1086398
81469,18415,1086399
81471,18415,1086400
81473,18415,1086401
81475,18415,1086402
81477,18415,1086403
81479,18415,1086404
81481,18415,1086405
81483,18415,1086406
81485,18415,1086407
81487,18415,1086408
81489,18415,1086409
81491,18415,1086410
81493,18415,1086411
81495,18415,1086412
81497,18415,1086413
81499,18415,1086414
81503,18415,1086415
81505,18415,1086416
81507,18415,1086417
81509,18415,1086418
81511,18415,1086419
81513,18415,1086420
81515,18415,1086421
81517,18415,1086422
81519,18415,1086423
81521,18415,1086424
81523,18415,1086425
81525,18415,1086426
81528,18415,1086427
81530,18415,1086428
81532,18415,1086429
81534,18415,1086430
81536,18415,1086431
81538,18415,1086432
81540,18415,1086433
81542,18415,1086434
81544,18415,1086435
81546,18415,1086436
81548,18415,1086437
81501,18415,1086438
81550,18415,1086439
81552,18415,1086440
81555,18415,1086441
81557,18415,1086442
81559,18415,1086443
81561,18415,1086444
81563,18415,1086445
81565,18415,1086446
81567,18415,1086447
81569,18415,1086448
81571,18415,1086449
81573,18415,1086450
81575,18415,1086451
81577,18415,1086452
81579,18415,1086453
81581,18415,1086454
81583,18415,1086455
81585,18415,1086456
81587,18415,1086457
81589,18415,1086458
81591,18415,1086459
81593,18415,1086460
81595,18415,1086461
70757,18415,1086462
81598,18415,1086463
81600,18415,1086464
81602,18415,1086465
81604,18415,1086466
81606,18415,1086467
81608,18415,1086468
81610,18415,1086469
81612,18415,1086470
81614,18415,1086471
81616,18415,1086472
81618,18415,1086473
81620,18415,1086474
81622,18415,1086475
81624,18415,1086476
81626,18415,1086477
81628,18415,1086478
81630,18415,1086479
81632,18415,1086480
81634,18415,1086481
81636,18415,1086482
81638,18415,1086483
81640,18415,1086484
81642,18415,1086485
81644,18415,1086486
81648,18415,1086487
81650,18415,1086488
81652,18415,1086489
81654,18415,1086490
81656,18415,1086491
81658,18415,1086492
81660,18415,1086493
81662,18415,1086494
81664,18415,1086495
81666,18415,1086496
81668,18415,1086497
81670,18415,1086498
81672,18415,1086499
81674,18415,1086500
81676,18415,1086501
81678,18415,1086502
81680,18415,1086503
81684,18903,1086504
81685,18939,1086504
81686,18415,1086504
81689,18415,1086505
81691,18415,1086506
70978,18826,1086507
70979,18879,1086507
70980,18547,1086507
70981,18415,1086507
81697,18415,1086508
81699,18415,1086509
81701,18415,1086510
81703,18415,1086511
81705,18415,1086512
81707,18415,1086513
81709,18415,1086514
81714,18591,1086515
81715,18774,1086515
81716,18683,1086515
81717,18415,1086515
81719,18415,1086516
81721,18415,1086517
81723,18415,1086518
81725,18415,1086519
81730,18541,1086520
81731,18596,1086520
81732,18431,1086520
81733,18415,1086520
81742,18415,1086521
81744,18415,1086522
81746,18415,1086523
81748,18415,1086524
81750,18415,1086525
81755,18691,1086526
81756,18523,1086526
81757,18547,1086526
81758,18415,1086526
81760,18415,1086527
81762,18415,1086528
81764,18415,1086529
81766,18415,1086530
81768,18415,1086531
81770,18415,1086532
81772,18415,1086533
81774,18415,1086534
81736,18415,1086535
81738,18415,1086536
81776,18415,1086537
81778,18415,1086538
81783,18675,1086539
81784,18879,1086539
81785,18547,1086539
81786,18415,1086539
81788,18415,1086540
81790,18415,1086541
81792,18415,1086542
81794,18415,1086543
81796,18415,1086544
81798,18415,1086545
81800,18415,1086546
81802,18415,1086547
81804,18415,1086548
81806,18415,1086549
81808,18415,1086550
81810,18415,1086551
81815,18452,1086552
81816,18672,1086552
81817,18547,1086552
81818,18415,1086552
81824,18415,1086553
81826,18415,1086554
81828,18415,1086555
81830,18415,1086556
81832,18415,1086557
81834,18415,1086558
81838,18433,1086559
81839,18547,1086559
81840,18415,1086559
81842,18415,1086560
81844,18415,1086561
81846,18415,1086562
81848,18415,1086563
81862,18415,1086564
81864,18415,1086565
81866,18415,1086566
81868,18415,1086567
81870,18415,1086568
81873,18415,1086569
81875,18415,1086570
81877,18415,1086571
81879,18415,1086572
81881,18415,1086573
81885,18453,1086574
81886,18710,1086574
81887,18415,1086574
81889,18415,1086575
81820,18415,1086576
81822,18415,1086577
81850,18415,1086578
81855,18675,1086579
81856,18879,1086579
81857,18547,1086579
81858,18415,1086579
81894,18871,1086580
81895,18879,1086580
81896,18547,1086580
81897,18415,1086580
81903,18664,1086581
81904,18874,1086581
81905,18458,1086581
81906,18900,1086581
81907,18415,1086581
81911,18600,1086582
81912,18683,1086582
81913,18415,1086582
81918,18675,1086583
81919,18879,1086583
81920,18547,1086583
81921,18415,1086583
81926,18871,1086584
81927,18879,1086584
81928,18547,1086584
81929,18415,1086584
81931,18415,1086585
81933,18415,1086586
81935,18415,1086587
81937,18415,1086588
81940,18415,1086589
81942,18415,1086590
81945,18415,1086591
81948,18415,1086592
81950,18415,1086593
81952,18415,1086594
81954,18415,1086595
81956,18415,1086596
81958,18415,1086597
81960,18415,1086598
81962,18415,1086599
81964,18415,1086600
81966,18415,1086601
81968,18415,1086602
81971,18415,1086603
81973,18415,1086604
81978,18415,1086605
81980,18415,1086606
81985,18865,1086607
81986,18879,1086607
81987,18547,1086607
81988,18415,1086607
81990,18415,1086608
81992,18415,1086609
81994,18415,1086610
81996,18415,1086611
81998,18415,1086612
82000,18415,1086613
82002,18415,1086614
82009,18584,1086615
82010,18620,1086615
82011,18881,1086615
82012,18743,1086615
82013,18900,1086615
82014,18415,1086615
82016,18415,1086616
82018,18415,1086617
82020,18415,1086618
82022,18415,1086619
82024,18415,1086620
82030,18415,1086621
82033,18415,1086622
82035,18415,1086623
82037,18415,1086624
82039,18415,1086625
82041,18415,1086626
82043,18415,1086627
82048,18871,1086628
82049,18879,1086628
82050,18547,1086628
82051,18415,1086628
82055,18523,1086629
82056,18547,1086629
82057,18415,1086629
82059,18415,1086630
82061,18415,1086631
82063,18415,1086632
82069,18415,1086633
82076,18873,1086634
82077,18620,1086634
82078,18881,1086634
82079,18743,1086634
82080,18900,1086634
82081,18415,1086634
82083,18415,1086635
82085,18415,1086636
82087,18415,1086637
82089,18415,1086638
82091,18415,1086639
82093,18415,1086640
82095,18415,1086641
82097,18415,1086642
82099,18415,1086643
82101,18415,1086644
82104,18415,1086645
82106,18415,1086646
82108,18415,1086647
82110,18415,1086648
82115,18723,1086649
82116,18427,1086649
82117,18890,1086649
82118,18415,1086649
82120,18415,1086650
82122,18415,1086651
82124,18415,1086652
82126,18415,1086653
82128,18415,1086654
82130,18415,1086655
82132,18415,1086656
82134,18415,1086657
82137,18415,1086658
82139,18415,1086659
82141,18415,1086660
82146,18920,1086661
82147,18830,1086661
82148,18683,1086661
82149,18415,1086661
82154,18875,1086662
82155,18830,1086662
82156,18683,1086662
82157,18415,1086662
82159,18415,1086663
82161,18415,1086664
82163,18415,1086665
82166,18415,1086666
82168,18415,1086667
82170,18415,1086668
82173,18415,1086669
82176,18415,1086670
82182,18415,1086671
82185,18415,1086672
82188,18415,1086673
82191,18415,1086674
82194,18415,1086675
82197,18415,1086676
82204,18415,1086677
82206,18415,1086678
82208,18415,1086679
82210,18415,1086680
82212,18415,1086681
82217,18851,1086682
82218,18583,1086682
82219,18547,1086682
82220,18415,1086682
82222,18415,1086683
82224,18415,1086684
82226,18415,1086685
82230,18903,1086686
82231,18939,1086686
82232,18415,1086686
82234,18415,1086687
82239,18807,1086688
82240,18624,1086688
82241,18547,1086688
82242,18415,1086688
82244,18415,1086689
82246,18415,1086690
82248,18415,1086691
82250,18415,1086692
82252,18415,1086693
82254,18415,1086694
82256,18415,1086695
82268,18415,1086696
82270,18415,1086697
82272,18415,1086698
82274,18415,1086699
82276,18415,1086700
82278,18415,1086701
82280,18415,1086702
82282,18415,1086703
82284,18415,1086704
82286,18415,1086705
82288,18415,1086706
82290,18415,1086707
82292,18415,1086708
82294,18415,1086709
82296,18415,1086710
82298,18415,1086711
82300,18415,1086712
82304,18672,1086713
82305,18547,1086713
82306,18415,1086713
82310,18500,1086714
82311,18547,1086714
82312,18415,1086714
82322,18415,1086715
82324,18415,1086716
82326,18415,1086717
82328,18415,1086718
82330,18415,1086719
82332,18415,1086720
82334,18415,1086721
82336,18415,1086722
82338,18415,1086723
82340,18415,1086724
82342,18415,1086725
82344,18415,1086726
82346,18415,1086727
82348,18415,1086728
82350,18415,1086729
82258,18415,1086730
82260,18415,1086731
82352,18415,1086732
82355,18415,1086733
82357,18415,1086734
82359,18415,1086735
82361,18415,1086736
82363,18415,1086737
82365,18415,1086738
82368,18415,1086739
82371,18415,1086740
82373,18415,1086741
82375,18415,1086742
82378,18415,1086743
82381,18415,1086744
82383,18415,1086745
82385,18415,1086746
82388,18415,1086747
82390,18415,1086748
82392,18415,1086749
82398,18415,1086750
82400,18415,1086751
82402,18415,1086752
82404,18415,1086753
82406,18415,1086754
82408,18415,1086755
82410,18415,1086756
82412,18415,1086757
82414,18415,1086758
82417,18415,1086759
82419,18415,1086760
82421,18415,1086761
82424,18415,1086762
82426,18415,1086763
82430,18415,1086764
82432,18415,1086765
82434,18415,1086766
82436,18415,1086767
82438,18415,1086768
82441,18415,1086769
82443,18415,1086770
82448,18415,1086771
82450,18415,1086772
82452,18415,1086773
82454,18415,1086774
82457,18415,1086775
82460,18415,1086776
82462,18415,1086777
82464,18415,1086778
82466,18415,1086779
82468,18415,1086780
82470,18415,1086781
82472,18415,1086782
82474,18415,1086783
82476,18415,1086784
82478,18415,1086785
82480,18415,1086786
82482,18415,1086787
82484,18415,1086788
82486,18415,1086789
82488,18415,1086790
82490,18415,1086791
82445,18415,1086792
82492,18415,1086793
82494,18415,1086794
82496,18415,1086795
82498,18415,1086796
82500,18415,1086797
82502,18415,1086798
82504,18415,1086799
82506,18415,1086800
82508,18415,1086801
82510,18415,1086802
82512,18415,1086803
82514,18415,1086804
82516,18415,1086805
82519,18415,1086806
82521,18415,1086807
82523,18415,1086808
82525,18415,1086809
82527,18415,1086810
82529,18415,1086811
82531,18415,1086812
82533,18415,1086813
82538,18415,1086814
82540,18415,1086815
82542,18415,1086816
82544,18415,1086817
82546,18415,1086818
82548,18415,1086819
82550,18415,1086820
82552,18415,1086821
82554,18415,1086822
82556,18415,1086823
82558,18415,1086824
82560,18415,1086825
82562,18415,1086826
82564,18415,1086827
82566,18415,1086828
82568,18415,1086829
82570,18415,1086830
82576,18415,1086831
82578,18415,1086832
82580,18415,1086833
82582,18415,1086834
82584,18415,1086835
82586,18415,1086836
82588,18415,1086837
82590,18415,1086838
82592,18415,1086839
82594,18415,1086840
82596,18415,1086841
82598,18415,1086842
82600,18415,1086843
82602,18415,1086844
82606,18415,1086845
82608,18415,1086846
82610,18415,1086847
82612,18415,1086848
82614,18415,1086849
82616,18415,1086850
82618,18415,1086851
82620,18415,1086852
82622,18415,1086853
82625,18415,1086854
82627,18415,1086855
82604,18415,1086856
82632,18415,1086857
82634,18415,1086858
82636,18415,1086859
82638,18415,1086860
82640,18415,1086861
82642,18415,1086862
82644,18415,1086863
82646,18415,1086864
82648,18415,1086865
82650,18415,1086866
82653,18415,1086867
82655,18415,1086868
82657,18415,1086869
82659,18415,1086870
82629,18415,1086871
82660,18415,1086872
82178,18415,1086873
82264,18544,1086874
82265,18890,1086874
82266,18415,1086874
82446,18415,1086875
82572,18415,1086876
82662,18415,1086877
82664,18415,1086878
82666,18415,1086879
82668,18415,1086880
82673,18851,1086881
